image_name,image_id,bbox,object,score
./aesop/data/images/1142/panel_1.jpg,1142_1,"[218.67843627929688, 272.8211975097656, 274.66253662109375, 381.2138671875]",pants,0.72
./aesop/data/images/1142/panel_1.jpg,1142_1,"[493.801513671875, 306.8519287109375, 534.8193359375, 383.8556823730469]",pants,0.65
./aesop/data/images/1142/panel_1.jpg,1142_1,"[0.0, 1.1555109024047852, 243.60543823242188, 139.53469848632812]",sky,0.61
./aesop/data/images/1142/panel_1.jpg,1142_1,"[289.7820739746094, 248.50863647460938, 437.2534484863281, 380.3582458496094]",table,0.58
./aesop/data/images/1142/panel_1.jpg,1142_1,"[198.8129425048828, 121.66110229492188, 641.69580078125, 382.326171875]",building,0.56
./aesop/data/images/1142/panel_1.jpg,1142_1,"[470.9273681640625, 223.94715881347656, 560.237060546875, 383.15948486328125]",girl,0.53
./aesop/data/images/1142/panel_1.jpg,1142_1,"[206.13697814941406, 190.9107666015625, 283.2049865722656, 271.0828857421875]",shirt,0.52
./aesop/data/images/1142/panel_1.jpg,1142_1,"[206.2982940673828, 229.87489318847656, 285.75665283203125, 389.0081787109375]",pants,0.48
./aesop/data/images/1142/panel_1.jpg,1142_1,"[34.8676872253418, 133.264404296875, 484.6654052734375, 374.3450622558594]",building,0.47
./aesop/data/images/1142/panel_2.jpg,1142_2,"[365.83734130859375, 279.1043701171875, 381.2483215332031, 298.6722106933594]",pen,0.9
./aesop/data/images/1142/panel_2.jpg,1142_2,"[153.30355834960938, 273.52496337890625, 209.94837951660156, 378.0913391113281]",pants,0.69
./aesop/data/images/1142/panel_2.jpg,1142_2,"[158.50244140625, 145.21270751953125, 597.8986206054688, 398.7117614746094]",building,0.58
./aesop/data/images/1142/panel_2.jpg,1142_2,"[493.802734375, 307.0760498046875, 534.7740478515625, 384.62139892578125]",pants,0.57
./aesop/data/images/1142/panel_2.jpg,1142_2,"[0.0, 1.18495512008667, 245.2966766357422, 138.7877960205078]",sky,0.57
./aesop/data/images/1142/panel_2.jpg,1142_2,"[287.8161315917969, 249.0455322265625, 436.7965087890625, 380.3271179199219]",table,0.53
./aesop/data/images/1142/panel_2.jpg,1142_2,"[144.38665771484375, 189.6474151611328, 220.97105407714844, 267.278076171875]",shirt,0.53
./aesop/data/images/1142/panel_2.jpg,1142_2,"[467.3151550292969, 199.87271118164062, 547.4761352539062, 345.2194519042969]",girl,0.52
./aesop/data/images/1142/panel_2.jpg,1142_2,"[296.4455261230469, 87.88864135742188, 697.9340209960938, 350.9552307128906]",building,0.52
./aesop/data/images/1142/panel_2.jpg,1142_2,"[446.27459716796875, 198.16802978515625, 577.777099609375, 376.6937255859375]",girl,0.47
./aesop/data/images/2136/panel_0.jpg,2136_0,"[10.073488235473633, 2.0967659950256348, 512.4019775390625, 203.12979125976562]",sky,0.79
./aesop/data/images/2136/panel_0.jpg,2136_0,"[162.4976806640625, 4.770843029022217, 654.1859130859375, 241.1324462890625]",sky,0.77
./aesop/data/images/2136/panel_0.jpg,2136_0,"[0.0, 2.922454833984375, 293.7549133300781, 247.6787567138672]",sky,0.66
./aesop/data/images/2136/panel_0.jpg,2136_0,"[611.5828857421875, 285.7604064941406, 675.8681030273438, 329.7749938964844]",brush,0.58
./aesop/data/images/2136/panel_0.jpg,2136_0,"[116.01264190673828, 182.16905212402344, 247.5605926513672, 347.57373046875]",girl,0.52
./aesop/data/images/2136/panel_0.jpg,2136_0,"[141.37135314941406, 153.14303588867188, 195.7042694091797, 206.5022735595703]",head,0.51
./aesop/data/images/2136/panel_0.jpg,2136_0,"[25.896333694458008, 16.0757999420166, 107.357666015625, 135.2120819091797]",kite,0.51
./aesop/data/images/2136/panel_0.jpg,2136_0,"[91.71723937988281, 1.040076732635498, 554.0519409179688, 123.33682250976562]",sky,0.41
./aesop/data/images/2136/panel_0.jpg,2136_0,"[497.4447326660156, 44.35919952392578, 700.0, 338.6144104003906]",plant,0.38
./aesop/data/images/2136/panel_0.jpg,2136_0,"[137.69483947753906, 210.95196533203125, 205.36854553222656, 285.8958435058594]",shirt,0.37
./aesop/data/images/2136/panel_1.jpg,2136_1,"[256.29888916015625, 1.870543360710144, 700.0, 262.1280212402344]",sky,0.78
./aesop/data/images/2136/panel_1.jpg,2136_1,"[53.27722930908203, 177.2170867919922, 137.38401794433594, 322.9095153808594]",pants,0.65
./aesop/data/images/2136/panel_1.jpg,2136_1,"[17.52128791809082, 1.1373765468597412, 516.2695922851562, 192.39044189453125]",sky,0.63
./aesop/data/images/2136/panel_1.jpg,2136_1,"[7.944886207580566, 63.92776870727539, 188.2467498779297, 325.6059875488281]",girl,0.55
./aesop/data/images/2136/panel_1.jpg,2136_1,"[32.0675048828125, 62.30815887451172, 131.57974243164062, 259.31866455078125]",girl,0.49
./aesop/data/images/2136/panel_1.jpg,2136_1,"[611.4312744140625, 269.73162841796875, 675.6314086914062, 314.74945068359375]",brush,0.49
./aesop/data/images/2136/panel_1.jpg,2136_1,"[514.6635131835938, 9.421233177185059, 697.7552490234375, 222.87872314453125]",leaf,0.48
./aesop/data/images/2136/panel_1.jpg,2136_1,"[116.98927307128906, 146.2059326171875, 142.6346893310547, 169.09161376953125]",hand,0.45
./aesop/data/images/2136/panel_1.jpg,2136_1,"[230.33810424804688, 145.08238220214844, 267.74078369140625, 177.88002014160156]",head,0.44
./aesop/data/images/2136/panel_1.jpg,2136_1,"[108.55574798583984, 300.92010498046875, 137.80923461914062, 323.47357177734375]",glove,0.43
./aesop/data/images/2136/panel_2.jpg,2136_2,"[260.32861328125, 1.9313863515853882, 700.0, 261.5719909667969]",sky,0.78
./aesop/data/images/2136/panel_2.jpg,2136_2,"[168.82089233398438, 97.18487548828125, 218.58506774902344, 149.0442352294922]",head,0.65
./aesop/data/images/2136/panel_2.jpg,2136_2,"[53.33679962158203, 178.68418884277344, 137.5419921875, 322.6935119628906]",pants,0.65
./aesop/data/images/2136/panel_2.jpg,2136_2,"[6.1513824462890625, 60.5445556640625, 161.0511016845703, 373.3896484375]",girl,0.56
./aesop/data/images/2136/panel_2.jpg,2136_2,"[15.739599227905273, 89.09426879882812, 140.24794006347656, 275.22711181640625]",girl,0.52
./aesop/data/images/2136/panel_2.jpg,2136_2,"[0.0, 0.2957962453365326, 466.88165283203125, 190.013671875]",sky,0.5
./aesop/data/images/2136/panel_2.jpg,2136_2,"[611.4312744140625, 269.73162841796875, 675.6314086914062, 314.74945068359375]",brush,0.49
./aesop/data/images/2136/panel_2.jpg,2136_2,"[116.89046478271484, 145.85360717773438, 142.76904296875, 168.6104278564453]",hand,0.48
./aesop/data/images/2136/panel_2.jpg,2136_2,"[514.663818359375, 9.42114543914795, 697.7552490234375, 222.87876892089844]",leaf,0.47
./aesop/data/images/2136/panel_2.jpg,2136_2,"[108.50373077392578, 300.8215637207031, 137.40916442871094, 323.5148010253906]",glove,0.42
./aesop/data/images/3705/panel_0.jpg,3705_0,"[0.0, 0.0, 457.1067199707031, 297.3996276855469]",wall,0.86
./aesop/data/images/3705/panel_0.jpg,3705_0,"[145.4582977294922, 17.83171844482422, 632.7220458984375, 291.4349060058594]",wall,0.86
./aesop/data/images/3705/panel_0.jpg,3705_0,"[102.62693786621094, 181.67086791992188, 162.27281188964844, 288.2923278808594]",television,0.81
./aesop/data/images/3705/panel_0.jpg,3705_0,"[383.9432067871094, 10.190596580505371, 700.0, 314.6862487792969]",wall,0.8
./aesop/data/images/3705/panel_0.jpg,3705_0,"[0.0, 0.36342352628707886, 191.69021606445312, 300.106689453125]",wall,0.77
./aesop/data/images/3705/panel_0.jpg,3705_0,"[83.56886291503906, 264.7043151855469, 114.73869323730469, 295.57965087890625]",clock,0.71
./aesop/data/images/3705/panel_0.jpg,3705_0,"[7.0733747482299805, 267.5285949707031, 228.53440856933594, 400.0]",table,0.55
./aesop/data/images/3705/panel_0.jpg,3705_0,"[409.4427795410156, 9.48233699798584, 554.8152465820312, 95.76195526123047]",picture,0.5
./aesop/data/images/3705/panel_0.jpg,3705_0,"[237.85565185546875, 90.43071746826172, 699.4882202148438, 343.9056701660156]",wall,0.5
./aesop/data/images/3705/panel_0.jpg,3705_0,"[42.12169647216797, 20.84433937072754, 259.83984375, 394.0176086425781]",wall,0.48
./aesop/data/images/3705/panel_1.jpg,3705_1,"[82.71871185302734, 267.9355163574219, 115.66693878173828, 298.7421875]",clock,0.9
./aesop/data/images/3705/panel_1.jpg,3705_1,"[0.0, 0.0, 442.3152160644531, 295.86328125]",wall,0.86
./aesop/data/images/3705/panel_1.jpg,3705_1,"[351.487548828125, 46.72246170043945, 698.0692138671875, 308.6341247558594]",wall,0.83
./aesop/data/images/3705/panel_1.jpg,3705_1,"[102.76505279541016, 181.77880859375, 162.55364990234375, 288.8222961425781]",television,0.82
./aesop/data/images/3705/panel_1.jpg,3705_1,"[0.0, 0.49092453718185425, 191.7534942626953, 299.9065246582031]",wall,0.77
./aesop/data/images/3705/panel_1.jpg,3705_1,"[383.1127014160156, 80.10826873779297, 435.9487609863281, 140.2255401611328]",head,0.62
./aesop/data/images/3705/panel_1.jpg,3705_1,"[451.13763427734375, 253.6507110595703, 698.905517578125, 400.0]",television,0.57
./aesop/data/images/3705/panel_1.jpg,3705_1,"[6.7066497802734375, 267.5381164550781, 229.27259826660156, 400.0]",table,0.55
./aesop/data/images/3705/panel_1.jpg,3705_1,"[353.4639587402344, 197.4969482421875, 432.8795471191406, 339.44647216796875]",pants,0.53
./aesop/data/images/3705/panel_1.jpg,3705_1,"[123.88077545166016, 63.102874755859375, 618.2506713867188, 363.6208190917969]",wall,0.51
./aesop/data/images/3705/panel_2.jpg,3705_2,"[183.59104919433594, 0.0, 663.0792846679688, 268.1001281738281]",wall,0.86
./aesop/data/images/3705/panel_2.jpg,3705_2,"[14.310981750488281, 0.0, 515.0419921875, 279.6689453125]",wall,0.86
./aesop/data/images/3705/panel_2.jpg,3705_2,"[102.88883972167969, 181.41477966308594, 162.21649169921875, 288.24407958984375]",television,0.71
./aesop/data/images/3705/panel_2.jpg,3705_2,"[388.3207702636719, 0.5466251373291016, 700.0, 328.5060729980469]",wall,0.71
./aesop/data/images/3705/panel_2.jpg,3705_2,"[0.0, 0.47218143939971924, 205.87083435058594, 285.0536804199219]",wall,0.65
./aesop/data/images/3705/panel_2.jpg,3705_2,"[0.21518956124782562, 140.60231018066406, 120.4501953125, 305.3108825683594]",girl,0.6
./aesop/data/images/3705/panel_2.jpg,3705_2,"[22.00128173828125, 131.0850067138672, 72.83727264404297, 190.49685668945312]",head,0.58
./aesop/data/images/3705/panel_2.jpg,3705_2,"[110.5020751953125, 66.6755599975586, 609.0408325195312, 327.43310546875]",wall,0.57
./aesop/data/images/3705/panel_2.jpg,3705_2,"[53.186805725097656, 253.012939453125, 186.0684356689453, 398.5505676269531]",table,0.57
./aesop/data/images/3705/panel_2.jpg,3705_2,"[450.8149108886719, 253.53472900390625, 699.1776733398438, 400.0]",television,0.53
./aesop/data/images/3556/panel_0.jpg,3556_0,"[0.20541787147521973, 1.8565101623535156, 249.38441467285156, 307.8476257324219]",wall,0.91
./aesop/data/images/3556/panel_0.jpg,3556_0,"[11.385992050170898, 193.37644958496094, 90.50662231445312, 289.6462707519531]",stool,0.9
./aesop/data/images/3556/panel_0.jpg,3556_0,"[360.4090270996094, 0.1784597635269165, 675.8825073242188, 299.53363037109375]",wall,0.9
./aesop/data/images/3556/panel_0.jpg,3556_0,"[565.6097412109375, 19.246124267578125, 617.8812866210938, 109.4616470336914]",picture,0.78
./aesop/data/images/3556/panel_0.jpg,3556_0,"[22.944313049316406, 16.91253089904785, 96.28168487548828, 107.12447357177734]",window,0.62
./aesop/data/images/3556/panel_0.jpg,3556_0,"[209.0231170654297, 0.0, 684.629150390625, 169.9918212890625]",wall,0.54
./aesop/data/images/3556/panel_0.jpg,3556_0,"[11.274986267089844, 0.0, 470.59930419921875, 232.16659545898438]",wall,0.53
./aesop/data/images/3556/panel_0.jpg,3556_0,"[469.029052734375, 0.0, 698.9839477539062, 198.5891571044922]",wall,0.53
./aesop/data/images/3556/panel_0.jpg,3556_0,"[223.9651641845703, 257.68560791015625, 266.7322082519531, 328.0443115234375]",doll,0.48
./aesop/data/images/3556/panel_0.jpg,3556_0,"[497.4459228515625, 266.5473327636719, 532.224365234375, 299.952880859375]",soccer ball,0.46
./aesop/data/images/3556/panel_1.jpg,3556_1,"[11.3839693069458, 193.4207763671875, 90.54326629638672, 289.6568603515625]",stool,0.9
./aesop/data/images/3556/panel_1.jpg,3556_1,"[0.0, 0.0, 196.85572814941406, 284.31658935546875]",wall,0.88
./aesop/data/images/3556/panel_1.jpg,3556_1,"[424.8871154785156, 21.072589874267578, 698.9697265625, 314.5408020019531]",wall,0.83
./aesop/data/images/3556/panel_1.jpg,3556_1,"[345.9007568359375, 0.0, 636.5641479492188, 217.54966735839844]",wall,0.78
./aesop/data/images/3556/panel_1.jpg,3556_1,"[565.5988159179688, 19.25516700744629, 617.8860473632812, 109.46826171875]",picture,0.77
./aesop/data/images/3556/panel_1.jpg,3556_1,"[447.8775634765625, 168.7667999267578, 487.6850280761719, 197.4439697265625]",hair,0.73
./aesop/data/images/3556/panel_1.jpg,3556_1,"[1.8999791145324707, 62.74979782104492, 329.1188659667969, 314.3544006347656]",wall,0.69
./aesop/data/images/3556/panel_1.jpg,3556_1,"[424.2115783691406, 0.0, 695.9917602539062, 164.0865936279297]",wall,0.64
./aesop/data/images/3556/panel_1.jpg,3556_1,"[22.945058822631836, 16.910728454589844, 96.28487396240234, 107.12601470947266]",window,0.62
./aesop/data/images/3556/panel_1.jpg,3556_1,"[264.4425964355469, 0.0, 389.6589050292969, 110.97647857666016]",picture,0.6
./aesop/data/images/3556/panel_2.jpg,3556_2,"[11.71472454071045, 193.3088836669922, 90.10137176513672, 289.5463562011719]",stool,0.91
./aesop/data/images/3556/panel_2.jpg,3556_2,"[0.3943452537059784, 12.002588272094727, 254.28750610351562, 313.98828125]",wall,0.88
./aesop/data/images/3556/panel_2.jpg,3556_2,"[342.3815612792969, 0.0, 695.7254028320312, 266.9558410644531]",wall,0.83
./aesop/data/images/3556/panel_2.jpg,3556_2,"[565.608642578125, 19.24543571472168, 617.8820190429688, 109.45614624023438]",picture,0.78
./aesop/data/images/3556/panel_2.jpg,3556_2,"[483.43951416015625, 2.3457045555114746, 700.0, 346.6090087890625]",wall,0.65
./aesop/data/images/3556/panel_2.jpg,3556_2,"[71.42264556884766, 0.0, 389.31304931640625, 288.4952392578125]",wall,0.62
./aesop/data/images/3556/panel_2.jpg,3556_2,"[22.940519332885742, 16.890724182128906, 96.28153991699219, 107.16202545166016]",window,0.61
./aesop/data/images/3556/panel_2.jpg,3556_2,"[221.40647888183594, 312.4835510253906, 305.0920715332031, 379.8062438964844]",pants,0.6
./aesop/data/images/3556/panel_2.jpg,3556_2,"[211.970458984375, 228.2240753173828, 291.0711669921875, 354.2740783691406]",girl,0.58
./aesop/data/images/3556/panel_2.jpg,3556_2,"[160.88441467285156, 0.0, 641.2158813476562, 308.5576171875]",wall,0.57
./aesop/data/images/6716/panel_0.jpg,6716_0,"[164.21435546875, 1.1952718496322632, 674.40283203125, 186.72410583496094]",sky,0.68
./aesop/data/images/6716/panel_0.jpg,6716_0,"[5.714776992797852, 0.45824429392814636, 510.7054748535156, 167.54258728027344]",sky,0.67
./aesop/data/images/6716/panel_0.jpg,6716_0,"[112.23731231689453, 185.94493103027344, 223.65443420410156, 305.2563171386719]",girl,0.67
./aesop/data/images/6716/panel_0.jpg,6716_0,"[157.06944274902344, 0.0, 234.32992553710938, 61.21390914916992]",kite,0.51
./aesop/data/images/6716/panel_0.jpg,6716_0,"[94.70514678955078, 239.8096466064453, 228.90162658691406, 362.3616943359375]",woman,0.45
./aesop/data/images/6716/panel_0.jpg,6716_0,"[79.8885726928711, 217.5549774169922, 244.09201049804688, 370.91943359375]",girl,0.4
./aesop/data/images/6716/panel_0.jpg,6716_0,"[605.9846801757812, 10.983485221862793, 699.9742431640625, 174.41175842285156]",sign,0.39
./aesop/data/images/6716/panel_0.jpg,6716_0,"[133.8964385986328, 224.8787078857422, 196.95318603515625, 286.3401794433594]",shirt,0.36
./aesop/data/images/6716/panel_0.jpg,6716_0,"[272.4178771972656, 0.5523481965065002, 697.5751953125, 103.55095672607422]",sky,0.35
./aesop/data/images/6716/panel_0.jpg,6716_0,"[287.8563537597656, 120.32820129394531, 369.05767822265625, 269.09564208984375]",girl,0.32
./aesop/data/images/6716/panel_1.jpg,6716_1,"[327.8463134765625, 196.94969177246094, 386.64654541015625, 269.2206726074219]",pants,0.71
./aesop/data/images/6716/panel_1.jpg,6716_1,"[6.645679950714111, 0.8373991847038269, 512.548095703125, 166.99330139160156]",sky,0.71
./aesop/data/images/6716/panel_1.jpg,6716_1,"[254.56411743164062, 2.1888153553009033, 700.0, 220.69134521484375]",sky,0.59
./aesop/data/images/6716/panel_1.jpg,6716_1,"[157.08262634277344, 0.0, 234.32354736328125, 61.17161560058594]",kite,0.51
./aesop/data/images/6716/panel_1.jpg,6716_1,"[318.05352783203125, 106.82779693603516, 409.1393737792969, 271.8493957519531]",girl,0.51
./aesop/data/images/6716/panel_1.jpg,6716_1,"[263.14483642578125, 253.1475372314453, 524.4678955078125, 355.98699951171875]",base,0.46
./aesop/data/images/6716/panel_1.jpg,6716_1,"[283.43902587890625, 248.1804656982422, 504.61181640625, 332.54681396484375]",platform,0.39
./aesop/data/images/6716/panel_1.jpg,6716_1,"[605.9844970703125, 10.984630584716797, 699.9716186523438, 174.4075164794922]",sign,0.39
./aesop/data/images/6716/panel_1.jpg,6716_1,"[426.7403259277344, 155.29124450683594, 486.4354248046875, 227.1949920654297]",shirt,0.38
./aesop/data/images/6716/panel_1.jpg,6716_1,"[0.22403977811336517, 1.978179931640625, 274.3336486816406, 184.43434143066406]",sky,0.35
./aesop/data/images/6716/panel_2.jpg,6716_2,"[127.40374755859375, 274.61553955078125, 194.38414001464844, 341.05010986328125]",pants,0.68
./aesop/data/images/6716/panel_2.jpg,6716_2,"[309.4287109375, 102.39412689208984, 428.2968444824219, 251.0650634765625]",girl,0.67
./aesop/data/images/6716/panel_2.jpg,6716_2,"[5.725546360015869, 0.8131052851676941, 511.22021484375, 166.60227966308594]",sky,0.67
./aesop/data/images/6716/panel_2.jpg,6716_2,"[253.89572143554688, 5.727236747741699, 700.0, 230.055908203125]",sky,0.57
./aesop/data/images/6716/panel_2.jpg,6716_2,"[334.0457763671875, 207.2079315185547, 398.5080871582031, 268.30804443359375]",pants,0.56
./aesop/data/images/6716/panel_2.jpg,6716_2,"[157.0714874267578, 0.0, 234.31825256347656, 61.19449996948242]",kite,0.51
./aesop/data/images/6716/panel_2.jpg,6716_2,"[122.97257995605469, 229.08786010742188, 188.9101104736328, 294.38958740234375]",shirt,0.42
./aesop/data/images/6716/panel_2.jpg,6716_2,"[271.63092041015625, 246.97622680664062, 522.8682861328125, 358.53741455078125]",base,0.42
./aesop/data/images/6716/panel_2.jpg,6716_2,"[605.9800415039062, 10.983012199401855, 699.9724731445312, 174.41336059570312]",sign,0.39
./aesop/data/images/6716/panel_2.jpg,6716_2,"[97.95661163330078, 202.51417541503906, 216.3788604736328, 362.718994140625]",girl,0.32
./aesop/data/images/2378/panel_0.jpg,2378_0,"[335.770751953125, 246.22259521484375, 471.9930114746094, 373.7423095703125]",pants,0.8
./aesop/data/images/2378/panel_0.jpg,2378_0,"[595.3406982421875, 137.8273468017578, 684.7656860351562, 321.864990234375]",chair,0.8
./aesop/data/images/2378/panel_0.jpg,2378_0,"[198.89476013183594, 127.39277648925781, 292.3287658691406, 311.0710754394531]",chair,0.71
./aesop/data/images/2378/panel_0.jpg,2378_0,"[51.06094741821289, 106.17669677734375, 90.28483581542969, 233.50914001464844]",curtain,0.62
./aesop/data/images/2378/panel_0.jpg,2378_0,"[207.10345458984375, 17.235929489135742, 659.9006958007812, 290.52197265625]",wall,0.62
./aesop/data/images/2378/panel_0.jpg,2378_0,"[0.0, 0.0, 362.20880126953125, 240.37611389160156]",wall,0.6
./aesop/data/images/2378/panel_0.jpg,2378_0,"[482.2978515625, 115.2601318359375, 533.111572265625, 175.08346557617188]",head,0.56
./aesop/data/images/2378/panel_0.jpg,2378_0,"[435.82073974609375, 33.31595230102539, 700.0, 295.3194885253906]",wall,0.5
./aesop/data/images/2378/panel_0.jpg,2378_0,"[366.6458740234375, 121.45088958740234, 513.81201171875, 301.6810607910156]",girl,0.49
./aesop/data/images/2378/panel_0.jpg,2378_0,"[72.86852264404297, 52.364219665527344, 544.749267578125, 298.8497619628906]",building,0.42
./aesop/data/images/2378/panel_1.jpg,2378_1,"[307.7071533203125, 112.94567108154297, 404.5711975097656, 319.88751220703125]",chair,0.76
./aesop/data/images/2378/panel_1.jpg,2378_1,"[597.0717163085938, 146.17153930664062, 684.7578735351562, 332.2911071777344]",chair,0.73
./aesop/data/images/2378/panel_1.jpg,2378_1,"[198.91786193847656, 127.48625946044922, 292.36553955078125, 310.7856140136719]",chair,0.72
./aesop/data/images/2378/panel_1.jpg,2378_1,"[404.9994201660156, 6.300358295440674, 590.1585083007812, 273.8327331542969]",window,0.65
./aesop/data/images/2378/panel_1.jpg,2378_1,"[51.06094741821289, 106.17669677734375, 90.28483581542969, 233.50914001464844]",curtain,0.62
./aesop/data/images/2378/panel_1.jpg,2378_1,"[117.77969360351562, 0.0, 445.0348205566406, 249.3455810546875]",wall,0.59
./aesop/data/images/2378/panel_1.jpg,2378_1,"[427.2513427734375, 0.0, 700.0, 326.76263427734375]",wall,0.56
./aesop/data/images/2378/panel_1.jpg,2378_1,"[442.3633117675781, 164.03321838378906, 582.9691162109375, 336.6965637207031]",girl,0.54
./aesop/data/images/2378/panel_1.jpg,2378_1,"[51.161888122558594, 72.99891662597656, 462.5536193847656, 354.6661682128906]",building,0.46
./aesop/data/images/2378/panel_1.jpg,2378_1,"[181.31414794921875, 0.0, 641.4301147460938, 234.64773559570312]",wall,0.43
./aesop/data/images/2378/panel_2.jpg,2378_2,"[307.70758056640625, 112.94603729248047, 404.571533203125, 319.8865966796875]",chair,0.76
./aesop/data/images/2378/panel_2.jpg,2378_2,"[597.0717163085938, 146.1715545654297, 684.7578735351562, 332.29107666015625]",chair,0.73
./aesop/data/images/2378/panel_2.jpg,2378_2,"[198.9464874267578, 127.5052261352539, 292.3536682128906, 310.80877685546875]",chair,0.72
./aesop/data/images/2378/panel_2.jpg,2378_2,"[404.9993591308594, 6.300334453582764, 590.1585083007812, 273.832763671875]",window,0.65
./aesop/data/images/2378/panel_2.jpg,2378_2,"[189.45391845703125, 0.0, 478.5559997558594, 252.50494384765625]",wall,0.59
./aesop/data/images/2378/panel_2.jpg,2378_2,"[427.2513427734375, 0.0, 700.0, 326.76263427734375]",wall,0.56
./aesop/data/images/2378/panel_2.jpg,2378_2,"[442.36328125, 164.03321838378906, 582.9691162109375, 336.696533203125]",girl,0.54
./aesop/data/images/2378/panel_2.jpg,2378_2,"[0.367862731218338, 103.67029571533203, 71.27596282958984, 293.16229248046875]",girl,0.5
./aesop/data/images/2378/panel_2.jpg,2378_2,"[0.7725605964660645, 232.40963745117188, 80.18177032470703, 372.3402404785156]",legs,0.48
./aesop/data/images/2378/panel_2.jpg,2378_2,"[48.60615158081055, 73.0733413696289, 463.0095520019531, 354.3835754394531]",building,0.45
./aesop/data/images/0627/panel_0.jpg,0627_0,"[555.8646850585938, 37.91622543334961, 685.710693359375, 190.43206787109375]",window,0.84
./aesop/data/images/0627/panel_0.jpg,0627_0,"[116.20489501953125, 11.624266624450684, 443.5269470214844, 298.5264892578125]",wall,0.83
./aesop/data/images/0627/panel_0.jpg,0627_0,"[152.5909423828125, 47.19374084472656, 206.21401977539062, 135.84779357910156]",picture,0.76
./aesop/data/images/0627/panel_0.jpg,0627_0,"[253.265380859375, 111.48040008544922, 351.1275634765625, 303.2026672363281]",girl,0.71
./aesop/data/images/0627/panel_0.jpg,0627_0,"[283.5876770019531, 110.00064086914062, 334.92913818359375, 166.9161376953125]",head,0.7
./aesop/data/images/0627/panel_0.jpg,0627_0,"[546.7526245117188, 86.68589782714844, 588.0134887695312, 214.19862365722656]",curtain,0.61
./aesop/data/images/0627/panel_0.jpg,0627_0,"[445.446533203125, 218.41664123535156, 546.7169189453125, 367.763671875]",pants,0.61
./aesop/data/images/0627/panel_0.jpg,0627_0,"[235.41685485839844, 137.23580932617188, 388.66436767578125, 340.94635009765625]",girl,0.59
./aesop/data/images/0627/panel_0.jpg,0627_0,"[0.0, 0.0, 281.2052001953125, 271.6529541015625]",wall,0.56
./aesop/data/images/0627/panel_0.jpg,0627_0,"[268.5685119628906, 230.85215759277344, 360.81134033203125, 365.52716064453125]",pants,0.55
./aesop/data/images/0627/panel_1.jpg,0627_1,"[372.35150146484375, 92.40927124023438, 423.9931640625, 151.57864379882812]",head,0.65
./aesop/data/images/0627/panel_1.jpg,0627_1,"[611.6625366210938, 128.76229858398438, 695.9506225585938, 302.06378173828125]",door,0.6
./aesop/data/images/0627/panel_1.jpg,0627_1,"[19.23295783996582, 102.2702865600586, 150.05010986328125, 282.14410400390625]",girl,0.56
./aesop/data/images/0627/panel_1.jpg,0627_1,"[338.45233154296875, 87.97430419921875, 433.4444274902344, 296.57635498046875]",girl,0.52
./aesop/data/images/0627/panel_1.jpg,0627_1,"[167.31871032714844, 174.06126403808594, 215.64097595214844, 207.67120361328125]",bananas,0.51
./aesop/data/images/0627/panel_1.jpg,0627_1,"[374.11767578125, 97.58836364746094, 422.60711669921875, 128.80816650390625]",hair,0.44
./aesop/data/images/0627/panel_1.jpg,0627_1,"[2.1058616638183594, 15.231060028076172, 151.08612060546875, 339.9389343261719]",girl,0.43
./aesop/data/images/0627/panel_1.jpg,0627_1,"[365.5395812988281, 0.6039316654205322, 696.1321411132812, 124.7886734008789]",sky,0.41
./aesop/data/images/0627/panel_1.jpg,0627_1,"[51.46211242675781, 97.3009033203125, 103.25770568847656, 148.1411590576172]",head,0.38
./aesop/data/images/0627/panel_1.jpg,0627_1,"[314.2601623535156, 79.52252960205078, 481.4314270019531, 378.5992431640625]",girl,0.36
./aesop/data/images/0627/panel_2.jpg,0627_2,"[15.58349323272705, 35.502540588378906, 105.46859741210938, 209.1829071044922]",girl,0.7
./aesop/data/images/0627/panel_2.jpg,0627_2,"[134.8012237548828, 19.366409301757812, 184.20074462890625, 73.09901428222656]",head,0.68
./aesop/data/images/0627/panel_2.jpg,0627_2,"[129.26837158203125, 126.08689880371094, 230.99819946289062, 299.9176025390625]",bike,0.67
./aesop/data/images/0627/panel_2.jpg,0627_2,"[308.44195556640625, 0.2729240953922272, 412.9760437011719, 75.0884017944336]",kite,0.65
./aesop/data/images/0627/panel_2.jpg,0627_2,"[203.63087463378906, 139.6762237548828, 672.8248901367188, 372.8177490234375]",wall,0.65
./aesop/data/images/0627/panel_2.jpg,0627_2,"[125.00538635253906, 47.48640441894531, 225.7412567138672, 247.9851837158203]",girl,0.57
./aesop/data/images/0627/panel_2.jpg,0627_2,"[2.944528579711914, 17.213420867919922, 138.09048461914062, 323.5824279785156]",girl,0.57
./aesop/data/images/0627/panel_2.jpg,0627_2,"[0.0, 1.07682204246521, 444.3314514160156, 180.91433715820312]",sky,0.51
./aesop/data/images/0627/panel_2.jpg,0627_2,"[301.8800964355469, 0.10384787619113922, 700.0, 166.7463836669922]",sky,0.49
./aesop/data/images/0627/panel_2.jpg,0627_2,"[30.584941864013672, 30.553449630737305, 82.61949157714844, 85.92371368408203]",head,0.43
./aesop/data/images/5171/panel_0.jpg,5171_0,"[0.0, 0.27187880873680115, 487.7249755859375, 197.665771484375]",sky,0.86
./aesop/data/images/5171/panel_0.jpg,5171_0,"[253.28001403808594, 1.7149198055267334, 700.0, 216.11598205566406]",sky,0.78
